part_04|-|10|1238|1228
part_08|+|156|975|1131
part_01|+|463|-998|-535
part_06|-|36|-1331|-1367
part_05|+|486|4939|5425
part_02|-|383|-4731|-5114
part_04|-|265|1228|963
part_10|+|417|-148|269
part_07|+|368|1443|1811
part_10|+|466|269|735
part_09|-|537|-114|-651
part_10|-|885|735|-150
part_10|-|333|-150|-483
part_03|+|18|2048|2066
part_03|+|206|2066|2272
part_06|+|850|-1367|-517
part_06|-|282|-517|-799
part_05|+|268|5425|5693
part_03|+|873|2272|3145
part_07|+|581|1811|2392
part_09|+|735|-651|84
part_07|-|445|2392|1947
part_02|+|11|-5114|-5103
part_08|+|981|1131|2112
part_01|-|526|-535|-1061
part_02|-|765|-5103|-5868
part_10|-|979|-483|-1462
part_01|-|624|-1061|-1685
part_02|-|266|-5868|-6134
part_09|+|553|84|637
part_03|+|447|3145|3592
part_01|+|82|-1685|-1603
part_08|+|259|2112|2371
part_08|+|106|2371|2477
part_06|+|76|-799|-723
part_02|-|315|-6134|-6449
part_07|-|286|1947|1661
part_10|+|158|-1462|-1304
part_04|+|384|963|1347
part_08|+|604|2477|3081
part_06|+|809|-723|86
part_01|-|706|-1603|-2309
part_08|-|364|3081|2717
part_10|-|366|-1304|-1670
part_01|+|709|-2309|-1600
part_08|+|290|2717|3007
part_05|-|406|5693|5287
part_07|+|871|1661|2532
part_07|-|13|2532|2519
part_04|-|294|1347|1053
part_06|+|76|86|162
part_07|-|346|2519|2173
part_09|-|603|637|34
part_09|-|593|34|-559
part_08|+|221|3007|3228
part_09|-|401|-559|-960
part_04|+|298|1053|1351
part_02|+|32|-6449|-6417
part_04|+|977|1351|2328
part_08|-|170|3228|3058
part_09|+|47|-960|-913
part_04|+|709|2328|3037
part_03|+|696|3592|4288
part_02|-|596|-6417|-7013
part_04|+|306|3037|3343
part_06|+|582|162|744
part_02|-|968|-7013|-7981
part_08|+|189|3058|3247
part_04|-|352|3343|2991
part_04|+|167|2991|3158
part_08|-|64|3247|3183
part_07|+|721|2173|2894
part_07|+|707|2894|3601
part_02|+|351|-7981|-7630
part_01|+|609|-1600|-991
part_02|-|561|-7630|-8191
part_10|-|554|-1670|-2224
part_09|-|482|-913|-1395
part_07|+|179|3601|3780
part_10|+|661|-2224|-1563
part_05|-|475|5287|4812
part_10|+|308|-1563|-1255
part_03|+|405|4288|4693
part_07|-|440|3780|3340
part_03|+|456|4693|5149
part_07|-|845|3340|2495
part_06|-|358|744|386
part_04|-|535|3158|2623
part_01|-|541|-991|-1532
part_05|-|399|4812|4413
part_01|-|680|-1532|-2212
part_03|-|981|5149|4168
part_04|+|816|2623|3439
part_01|-|368|-2212|-2580
part_10|-|780|-1255|-2035
part_10|+|454|-2035|-1581
part_02|+|586|-8191|-7605
part_01|+|797|-2580|-1783
part_08|-|72|3183|3111
part_02|-|70|-7605|-7675
part_01|+|643|-1783|-1140
part_09|+|117|-1395|-1278
part_03|+|972|4168|5140
part_10|+|238|-1581|-1343
part_09|-|858|-1278|-2136
part_05|-|558|4413|3855
part_07|-|132|2495|2363
part_10|-|322|-1343|-1665
part_09|-|538|-2136|-2674
part_01|+|671|-1140|-469
part_09|-|472|-2674|-3146
part_03|-|98|5140|5042
part_01|+|473|-469|4
part_08|-|363|3111|2748
part_07|+|230|2363|2593
part_10|+|875|-1665|-790
part_10|+|914|-790|124
part_08|+|477|2748|3225
part_06|+|65|386|451
part_10|+|977|124|1101
part_01|+|427|4|431
part_04|+|341|3439|3780
part_05|-|515|3855|3340
part_07|-|644|2593|1949
part_03|-|1|5042|5041
part_05|-|743|3340|2597
part_06|-|21|451|430
part_02|+|604|-7675|-7071
part_03|-|936|5041|4105
part_05|-|843|2597|1754
part_08|+|863|3225|4088
part_07|-|42|1949|1907
part_03|-|376|4105|3729
part_10|+|261|1101|1362
part_10|+|490|1362|1852
part_04|-|293|3780|3487
part_02|-|410|-7071|-7481
part_08|+|651|4088|4739
part_07|-|530|1907|1377
part_10|+|853|1852|2705
part_05|-|224|1754|1530
part_04|-|710|3487|2777
part_02|+|569|-7481|-6912
part_06|-|264|430|166
part_06|+|979|166|1145
part_03|+|142|3729|3871
part_06|-|478|1145|667
part_07|+|559|1377|1936
part_04|+|822|2777|3599
part_10|-|981|2705|1724
part_09|-|836|-3146|-3982
part_02|+|516|-6912|-6396
part_04|-|184|3599|3415
part_01|+|551|431|982
part_03|+|630|3871|4501
part_05|-|163|1530|1367
part_07|-|631|1936|1305
part_07|-|924|1305|381
part_03|-|472|4501|4029
part_01|-|417|982|565
part_07|-|961|381|-580
part_02|-|210|-6396|-6606
part_08|+|233|4739|4972
part_06|-|222|667|445
part_08|-|797|4972|4175
part_04|+|644|3415|4059
part_09|+|13|-3982|-3969
part_08|+|330|4175|4505
part_08|-|270|4505|4235
part_03|+|88|4029|4117
part_01|-|758|565|-193
part_08|-|263|4235|3972
part_05|+|568|1367|1935
part_07|+|409|-580|-171
part_08|+|770|3972|4742
part_05|-|516|1935|1419
part_03|-|404|4117|3713
part_09|-|969|-3969|-4938
part_04|-|31|4059|4028
part_08|+|689|4742|5431
part_08|+|294|5431|5725
part_04|+|153|4028|4181
part_05|+|274|1419|1693
part_05|+|804|1693|2497
part_08|+|631|5725|6356
part_04|-|903|4181|3278
part_02|-|655|-6606|-7261
part_07|-|102|-171|-273
part_07|-|949|-273|-1222
part_01|-|292|-193|-485
part_05|-|858|2497|1639
part_10|+|946|1724|2670
part_07|+|150|-1222|-1072
part_07|-|257|-1072|-1329
part_06|+|100|445|545
part_03|+|412|3713|4125
part_06|-|821|545|-276
part_09|-|92|-4938|-5030
part_02|-|192|-7261|-7453
part_04|+|707|3278|3985
part_02|+|747|-7453|-6706
part_04|+|443|3985|4428
part_02|-|805|-6706|-7511
part_01|-|843|-485|-1328
part_03|-|247|4125|3878
part_03|-|365|3878|3513
part_02|-|598|-7511|-8109
part_01|-|193|-1328|-1521
part_03|-|289|3513|3224
part_01|-|33|-1521|-1554
part_02|-|93|-8109|-8202
part_08|-|155|6356|6201
part_03|-|913|3224|2311
part_05|+|644|1639|2283
part_10|+|254|2670|2924
part_06|-|740|-276|-1016
part_10|-|589|2924|2335
part_08|-|764|6201|5437
part_02|-|239|-8202|-8441
part_05|+|249|2283|2532
part_05|-|119|2532|2413
part_06|+|947|-1016|-69
part_05|-|61|2413|2352
part_08|+|747|5437|6184
part_10|+|934|2335|3269
part_06|+|897|-69|828
part_05|-|753|2352|1599
part_05|-|122|1599|1477
part_02|-|380|-8441|-8821
part_02|-|2|-8821|-8823
part_08|-|385|6184|5799
part_09|+|338|-5030|-4692
part_10|+|597|3269|3866
part_02|+|96|-8823|-8727
part_02|-|883|-8727|-9610
part_01|+|716|-1554|-838
part_07|+|936|-1329|-393
part_10|-|246|3866|3620
part_10|+|659|3620|4279
part_10|-|268|4279|4011
part_04|+|838|4428|5266
part_08|+|689|5799|6488
part_09|+|253|-4692|-4439
part_05|-|531|1477|946
part_03|-|880|2311|1431
part_07|-|244|-393|-637
part_09|+|566|-4439|-3873
part_08|-|225|6488|6263
part_07|-|710|-637|-1347
part_05|+|968|946|1914
part_03|+|917|1431|2348
part_09|-|144|-3873|-4017
part_07|+|914|-1347|-433
part_09|+|101|-4017|-3916
part_02|+|479|-9610|-9131
part_05|-|191|1914|1723
part_01|+|884|-838|46
part_01|-|64|46|-18
part_04|+|543|5266|5809
part_09|-|522|-3916|-4438
part_07|+|286|-433|-147
part_10|+|586|4011|4597
part_04|+|907|5809|6716
part_06|+|859|828|1687
part_08|+|264|6263|6527
part_09|+|714|-4438|-3724
part_04|+|611|6716|7327
part_02|-|624|-9131|-9755
part_03|+|831|2348|3179
part_09|+|775|-3724|-2949
part_02|+|428|-9755|-9327
part_08|-|569|6527|5958
part_01|+|351|-18|333
part_01|-|502|333|-169
part_06|+|907|1687|2594
part_10|-|196|4597|4401
part_05|+|145|1723|1868
part_09|+|971|-2949|-1978
part_09|+|445|-1978|-1533
part_02|+|862|-9327|-8465
part_02|-|238|-8465|-8703
part_05|-|751|1868|1117
part_08|-|443|5958|5515
part_01|+|904|-169|735
part_07|-|673|-147|-820
part_09|+|141|-1533|-1392
part_06|-|970|2594|1624
part_06|-|627|1624|997
part_05|+|387|1117|1504
part_05|+|410|1504|1914
part_06|+|351|997|1348
part_09|-|938|-1392|-2330
part_07|+|512|-820|-308
part_05|-|432|1914|1482
part_08|+|162|5515|5677
part_08|+|476|5677|6153
part_03|-|752|3179|2427
part_02|-|509|-8703|-9212
part_01|-|129|735|606
part_06|+|610|1348|1958
part_09|+|769|-2330|-1561
part_07|+|886|-308|578
part_04|-|509|7327|6818
part_07|+|307|578|885
part_06|+|672|1958|2630
part_10|-|435|4401|3966
part_09|-|514|-1561|-2075
part_05|+|914|1482|2396
part_09|+|839|-2075|-1236
part_08|-|15|6153|6138
part_06|-|479|2630|2151
part_02|-|312|-9212|-9524
part_03|+|672|2427|3099
part_01|+|525|606|1131
part_02|+|933|-9524|-8591
part_03|+|780|3099|3879
part_05|+|952|2396|3348
part_02|-|65|-8591|-8656
part_09|+|620|-1236|-616
part_07|-|155|885|730
part_01|-|536|1131|595
part_04|+|993|6818|7811
part_01|+|816|595|1411
part_08|+|165|6138|6303
part_07|+|157|730|887
part_04|-|527|7811|7284
part_02|+|154|-8656|-8502
part_10|-|727|3966|3239
part_04|+|392|7284|7676
part_01|+|742|1411|2153
part_05|+|794|3348|4142
part_03|+|311|3879|4190
part_07|-|472|887|415
part_04|-|398|7676|7278
part_10|-|194|3239|3045
part_02|-|295|-8502|-8797
part_08|+|180|6303|6483
part_01|-|948|2153|1205
part_04|+|679|7278|7957
part_03|-|905|4190|3285
part_09|+|270|-616|-346
part_06|+|610|2151|2761
part_02|-|872|-8797|-9669
part_07|+|259|415|674
part_07|+|233|674|907
part_03|+|303|3285|3588
part_07|-|896|907|11
part_07|+|959|11|970
part_05|-|851|4142|3291
part_01|+|468|1205|1673
part_09|+|39|-346|-307
part_08|+|490|6483|6973
part_02|-|943|-9669|-10612
part_08|+|275|6973|7248
part_01|-|580|1673|1093
part_09|-|616|-307|-923
part_08|-|594|7248|6654
part_08|-|429|6654|6225
part_06|-|55|2761|2706
part_04|-|240|7957|7717
part_04|-|725|7717|6992
part_08|+|536|6225|6761
part_06|+|858|2706|3564
part_08|+|793|6761|7554
part_03|-|571|3588|3017
part_09|+|738|-923|-185
part_07|-|359|970|611
part_05|+|577|3291|3868
part_09|-|40|-185|-225
part_06|-|302|3564|3262
part_04|+|61|6992|7053
part_07|-|253|611|358
part_03|+|938|3017|3955
part_04|-|225|7053|6828
part_04|-|724|6828|6104
part_08|+|546|7554|8100
part_02|-|709|-10612|-11321
part_01|+|97|1093|1190
part_10|-|223|3045|2822
part_09|-|991|-225|-1216
part_05|+|327|3868|4195
part_05|+|257|4195|4452
part_03|-|353|3955|3602
part_01|+|373|1190|1563
part_03|+|195|3602|3797
part_10|+|516|2822|3338
part_06|-|231|3262|3031
part_08|+|53|8100|8153
part_06|+|369|3031|3400
part_02|-|117|-11321|-11438
part_01|+|621|1563|2184
part_03|+|109|3797|3906
part_08|-|443|8153|7710
part_05|-|352|4452|4100
part_05|+|84|4100|4184
part_07|-|590|358|-232
part_09|+|35|-1216|-1181
part_09|+|80|-1181|-1101
part_10|-|368|3338|2970
part_01|-|116|2184|2068
part_02|+|400|-11438|-11038
part_08|-|836|7710|6874
part_09|-|408|-1101|-1509
part_05|-|811|4184|3373
part_04|+|48|6104|6152
part_01|+|40|2068|2108
part_08|-|911|6874|5963
part_03|+|578|3906|4484
part_01|-|976|2108|1132
part_02|+|949|-11038|-10089
part_02|-|151|-10089|-10240
part_10|+|968|2970|3938
part_03|-|479|4484|4005
part_08|+|630|5963|6593
part_06|+|204|3400|3604
part_08|-|248|6593|6345
part_01|-|466|1132|666
part_10|-|55|3938|3883
part_06|+|150|3604|3754
part_07|+|450|-232|218
part_02|+|400|-10240|-9840
part_06|+|234|3754|3988
part_02|+|608|-9840|-9232
part_04|+|248|6152|6400
part_10|-|686|3883|3197
part_08|+|657|6345|7002
part_05|-|533|3373|2840
part_06|-|336|3988|3652
part_09|-|573|-1509|-2082
part_03|+|162|4005|4167
part_10|+|386|3197|3583
part_07|+|589|218|807
part_09|+|256|-2082|-1826
part_03|+|91|4167|4258
part_06|-|774|3652|2878
part_09|-|845|-1826|-2671
part_10|+|211|3583|3794
part_06|-|731|2878|2147
part_03|-|333|4258|3925
part_03|+|535|3925|4460
part_02|+|790|-9232|-8442
part_08|+|17|7002|7019
part_07|+|996|807|1803
part_04|+|572|6400|6972
part_05|+|823|2840|3663
part_08|+|821|7019|7840
part_06|-|446|2147|1701
part_08|+|726|7840|8566
part_07|+|590|1803|2393
part_02|-|832|-8442|-9274
part_05|-|165|3663|3498
part_06|-|673|1701|1028
part_01|+|682|666|1348
part_03|-|554|4460|3906
part_05|-|628|3498|2870
part_06|-|565|1028|463
part_04|-|753|6972|6219
part_10|-|719|3794|3075
part_08|-|504|8566|8062
part_05|-|549|2870|2321
part_10|-|966|3075|2109
part_02|+|997|-9274|-8277
part_04|+|31|6219|6250
part_10|+|64|2109|2173
part_04|-|748|6250|5502
part_09|-|382|-2671|-3053
part_08|-|200|8062|7862
part_08|+|129|7862|7991
part_10|-|776|2173|1397
part_05|+|678|2321|2999
part_02|+|226|-8277|-8051
part_07|-|501|2393|1892
part_08|+|786|7991|8777
part_07|-|337|1892|1555
part_03|-|857|3906|3049
part_03|-|776|3049|2273
part_08|+|596|8777|9373
part_04|+|67|5502|5569
part_09|+|609|-3053|-2444
part_03|+|252|2273|2525
part_02|-|60|-8051|-8111
part_08|+|844|9373|10217
part_08|-|527|10217|9690
part_07|-|816|1555|739
part_09|-|292|-2444|-2736
part_04|+|695|5569|6264
part_06|-|821|463|-358
part_04|-|985|6264|5279
part_07|-|226|739|513
part_04|+|303|5279|5582
part_03|+|890|2525|3415
part_10|-|176|1397|1221
part_01|+|946|1348|2294
part_04|+|742|5582|6324
part_02|+|572|-8111|-7539
part_09|+|24|-2736|-2712
part_02|+|527|-7539|-7012
part_01|-|922|2294|1372
part_01|+|837|1372|2209
part_07|+|530|513|1043
part_08|+|401|9690|10091
part_03|-|813|3415|2602
part_06|+|82|-358|-276
part_04|-|407|6324|5917
part_06|-|273|-276|-549
part_09|+|104|-2712|-2608
part_01|+|42|2209|2251
part_02|-|921|-7012|-7933
part_08|-|745|10091|9346
part_08|-|524|9346|8822
part_06|-|355|-549|-904
part_08|-|974|8822|7848
part_04|+|839|5917|6756
part_07|-|302|1043|741
part_06|-|104|-904|-1008
part_09|+|594|-2608|-2014
part_05|-|329|2999|2670
part_03|-|366|2602|2236
part_07|+|447|741|1188
part_10|-|280|1221|941
part_07|+|443|1188|1631
part_04|-|556|6756|6200
part_06|+|518|-1008|-490
part_03|-|414|2236|1822
part_10|-|611|941|330
part_05|-|207|2670|2463
part_02|+|461|-7933|-7472
part_06|+|154|-490|-336
part_09|-|670|-2014|-2684
part_01|-|858|2251|1393
part_10|+|686|330|1016
part_08|-|524|7848|7324
part_01|+|724|1393|2117
part_09|-|19|-2684|-2703
part_09|+|225|-2703|-2478
part_09|+|705|-2478|-1773
part_09|+|639|-1773|-1134
part_07|+|474|1631|2105
part_06|-|220|-336|-556
part_07|-|442|2105|1663
part_10|+|434|1016|1450
part_10|-|28|1450|1422
part_06|-|55|-556|-611
part_04|+|519|6200|6719
part_10|-|333|1422|1089
part_05|+|451|2463|2914
part_09|+|373|-1134|-761
part_04|+|276|6719|6995
part_03|-|429|1822|1393
part_06|-|987|-611|-1598
part_01|-|166|2117|1951
part_05|-|830|2914|2084
part_06|-|984|-1598|-2582
part_06|-|27|-2582|-2609
part_04|+|833|6995|7828
part_01|-|649|1951|1302
part_06|-|559|-2609|-3168
part_04|+|301|7828|8129
part_01|-|110|1302|1192
part_08|+|594|7324|7918
part_01|-|253|1192|939
part_05|+|930|2084|3014
part_03|+|914|1393|2307
part_06|-|436|-3168|-3604
part_01|-|452|939|487
part_03|+|414|2307|2721
part_09|+|811|-761|50
part_03|+|521|2721|3242
part_02|+|272|-7472|-7200
part_04|+|876|8129|9005
part_04|+|419|9005|9424
part_10|-|55|1089|1034
part_08|+|403|7918|8321
part_08|-|887|8321|7434
part_05|+|649|3014|3663
part_05|+|500|3663|4163
part_04|+|936|9424|10360
part_10|+|958|1034|1992
part_03|-|850|3242|2392
part_02|-|552|-7200|-7752
part_05|-|108|4163|4055
part_02|+|466|-7752|-7286
part_05|+|478|4055|4533
part_06|+|822|-3604|-2782
part_03|+|383|2392|2775
part_10|-|927|1992|1065
part_02|-|510|-7286|-7796
part_10|+|190|1065|1255
part_07|-|433|1663|1230
part_08|+|940|7434|8374
part_01|-|420|487|67
part_04|-|419|10360|9941
part_01|-|712|67|-645
part_08|+|919|8374|9293
part_01|+|307|-645|-338
part_10|-|76|1255|1179
part_04|+|606|9941|10547
part_07|-|160|1230|1070
part_04|+|20|10547|10567
part_03|+|217|2775|2992
part_08|+|615|9293|9908
part_09|+|769|50|819
part_04|-|34|10567|10533
part_03|-|924|2992|2068
part_09|+|193|819|1012
part_02|-|681|-7796|-8477
part_01|+|932|-338|594
part_06|+|401|-2782|-2381
part_07|+|629|1070|1699
part_07|-|20|1699|1679
part_01|-|210|594|384
part_09|+|475|1012|1487
part_09|+|619|1487|2106
part_05|+|191|4533|4724
part_03|+|387|2068|2455
part_08|-|565|9908|9343
part_02|+|18|-8477|-8459
part_08|+|4|9343|9347
part_08|+|890|9347|10237
part_08|+|602|10237|10839
part_02|-|133|-8459|-8592
part_02|+|351|-8592|-8241
part_10|+|841|1179|2020
part_09|-|650|2106|1456
part_04|-|978|10533|9555
part_10|+|60|2020|2080
part_09|-|589|1456|867
part_08|-|578|10839|10261
part_04|+|133|9555|9688
part_06|-|831|-2381|-3212
part_08|-|432|10261|9829
part_09|+|278|867|1145
part_04|+|386|9688|10074
part_02|+|230|-8241|-8011
part_01|+|813|384|1197
part_04|+|117|10074|10191
part_05|+|55|4724|4779
part_10|+|390|2080|2470
part_08|+|286|9829|10115
part_01|-|137|1197|1060
part_07|+|616|1679|2295
part_10|-|815|2470|1655
part_08|+|793|10115|10908
part_06|-|690|-3212|-3902
part_07|+|805|2295|3100
part_01|+|766|1060|1826
part_10|-|449|1655|1206
part_06|-|590|-3902|-4492
part_06|+|191|-4492|-4301
part_05|-|367|4779|4412
part_09|+|161|1145|1306
part_01|+|936|1826|2762
part_09|-|264|1306|1042
part_09|+|740|1042|1782
part_03|-|674|2455|1781
part_06|+|610|-4301|-3691
part_02|-|344|-8011|-8355
part_07|+|381|3100|3481
part_03|+|317|1781|2098
part_07|+|216|3481|3697
part_05|-|485|4412|3927
part_06|+|525|-3691|-3166
part_02|-|596|-8355|-8951
part_04|+|195|10191|10386
part_07|+|571|3697|4268
part_10|-|854|1206|352
part_09|-|906|1782|876
part_07|+|990|4268|5258
part_10|-|193|352|159
part_05|-|713|3927|3214
part_09|-|258|876|618
part_06|+|281|-3166|-2885
part_03|+|5|2098|2103
part_05|+|142|3214|3356
part_09|+|205|618|823
part_03|-|80|2103|2023
part_05|+|246|3356|3602
part_04|+|539|10386|10925
part_06|-|988|-2885|-3873
part_07|-|575|5258|4683
part_10|+|247|159|406
part_07|+|675|4683|5358
part_05|-|766|3602|2836
part_05|+|404|2836|3240
part_09|+|829|823|1652
part_03|-|46|2023|1977
part_08|+|179|10908|11087
part_01|+|280|2762|3042
part_03|+|862|1977|2839
part_06|+|231|-3873|-3642
part_07|-|718|5358|4640
part_03|-|372|2839|2467
part_07|-|50|4640|4590
part_05|-|127|3240|3113
part_02|+|314|-8951|-8637
part_07|-|597|4590|3993
part_04|+|942|10925|11867
part_10|+|189|406|595
part_02|+|994|-8637|-7643
part_08|+|676|11087|11763
part_10|+|44|595|639
part_02|+|296|-7643|-7347
part_01|+|164|3042|3206
part_08|-|28|11763|11735
part_07|+|15|3993|4008
part_05|-|450|3113|2663
part_04|-|295|11867|11572
part_05|-|361|2663|2302
part_09|-|218|1652|1434
part_02|-|650|-7347|-7997
part_01|+|529|3206|3735
part_03|-|993|2467|1474
part_01|+|369|3735|4104
part_03|-|581|1474|893
part_06|+|749|-3642|-2893
part_09|+|874|1434|2308
part_04|-|408|11572|11164
part_02|+|232|-7997|-7765
part_07|-|457|4008|3551
part_09|+|760|2308|3068
part_10|-|64|639|575
part_03|+|614|893|1507
part_04|-|133|11164|11031
part_01|-|761|4104|3343
part_04|-|656|11031|10375
part_09|-|209|3068|2859
part_07|-|295|3551|3256
part_01|+|400|3343|3743
part_09|+|297|2859|3156
part_06|-|264|-2893|-3157
part_03|-|220|1507|1287
part_06|+|682|-3157|-2475
part_08|+|474|11735|12209
part_03|-|622|1287|665
part_10|+|24|575|599
part_10|+|888|599|1487
part_07|-|43|3256|3213
part_08|-|305|12209|11904
part_03|+|246|665|911
part_05|-|145|2302|2157
part_05|+|942|2157|3099
part_05|-|574|3099|2525
part_04|-|562|10375|9813
part_03|-|947|911|-36
part_07|+|760|3213|3973
part_07|-|480|3973|3493
part_09|+|27|3156|3183
part_05|+|286|2525|2811
part_10|+|805|1487|2292
part_09|-|40|3183|3143
part_06|+|438|-2475|-2037
part_07|+|502|3493|3995
part_07|+|106|3995|4101
part_06|+|364|-2037|-1673
part_03|-|454|-36|-490
part_08|-|411|11904|11493
part_10|-|636|2292|1656
part_10|-|703|1656|953
part_07|+|463|4101|4564
part_07|-|367|4564|4197
part_09|+|910|3143|4053
part_02|-|866|-7765|-8631
part_09|+|465|4053|4518
part_03|+|60|-490|-430
part_04|+|26|9813|9839
part_09|+|926|4518|5444
part_08|+|570|11493|12063
part_10|-|223|953|730
part_02|+|13|-8631|-8618
part_08|-|895|12063|11168
part_01|-|323|3743|3420
part_06|-|540|-1673|-2213
part_01|+|997|3420|4417
part_09|-|357|5444|5087
part_07|-|884|4197|3313
part_04|+|423|9839|10262
part_02|+|663|-8618|-7955
part_03|+|920|-430|490
part_09|+|4|5087|5091
part_09|+|189|5091|5280
part_09|-|305|5280|4975
part_01|+|432|4417|4849
part_01|+|408|4849|5257
part_10|-|469|730|261
part_02|-|807|-7955|-8762
part_03|+|544|490|1034
